id,full_name,first_name,last_name,email,phone,country,city,age,gender,membership_years,login_frequency,session_duration_avg,pages_per_session,cart_abandonment_rate,wishlist_items,total_purchases,average_order_value,days_since_last_purchase,discount_usage_rate,returns_rate,email_open_rate,customer_service_calls,product_reviews_written,social_media_engagement_score,mobile_app_usage,payment_method_diversity,lifetime_value,credit_balance,churned,signup_quarter
104,Kelsey Duncan,Nicole,Kelly,williamsjason@example.org,0923344169,USA,Houston,18,Female,2.0,18.0,37.7,11.6,41.6,10.0,20.0,115.44,16.0,44.4,3.8,35.5,3.0,3.0,45.3,30.6,2.0,2490.56,2039.0,0,Q2
105,John Avila,Angela,Herring,susan82@example.net,0901857950,USA,Los Angeles,43,Male,2.1,6.0,17.7,5.4,56.2,5.0,10.0,111.38,14.0,21.7,5.4,35.7,9.0,2.0,33.3,11.8,1.0,958.51,2377.0,0,Q1
106,Joan Wood,Claire,Willis,jorge43@example.org,0746337606,Australia,Perth,56,Male,0.4,17.0,29.4,14.4,64.3,5.0,13.0,212.88,27.0,40.6,3.9,32.3,3.0,2.0,81.7,29.6,2.0,3313.47,2869.0,0,Q2
107,Erin Hernandez,Christian,Barker,danielhansen@example.com,0856798382,Germany,Berlin,19,Male,4.7,10.0,24.3,9.0,59.6,4.0,13.0,173.98,1.0,121.2,2.7,0.0,6.0,1.0,30.2,17.3,2.0,1567.21,3233.0,1,Q4
108,Leon Banks,Nicholas,Freeman,mcguirebrandy@example.com,0372373457,UK,Leeds,33,Female,5.2,25.0,37.3,12.9,39.2,6.0,18.0,13.41,1.0,48.5,4.8,35.5,1.0,7.0,66.7,19.0,3.0,2168.58,2913.0,0,Q2
109,William Martin,Joseph,Powell,alvarezsteve@example.net,0844726843,UK,London,22,Female,3.9,14.0,27.0,5.2,61.9,3.0,11.0,132.77,17.0,41.8,4.8,22.0,5.0,2.0,4.9,20.0,2.0,1498.71,4248.0,0,Q1
110,Shawn Hughes,Jessica,Bradley,austinmiller@example.org,0942837172,USA,Phoenix,29,Female,1.4,17.0,38.0,12.2,33.1,5.0,20.0,131.93,2.0,32.1,0.9,25.4,5.0,4.0,60.9,30.8,1.0,2156.21,3010.0,0,Q3
111,Teresa Henry,Shannon,Robinson,vrogers@example.org,0901748248,Australia,Sydney,35,Female,5.5,17.0,30.0,10.9,58.7,6.0,11.0,70.32,17.0,24.8,0.3,18.9,1.0,7.0,36.9,20.8,2.0,83.6,3176.0,0,Q1
112,David Brown,Robert,Freeman,kspears@example.net,0749938045,Australia,Adelaide,49,Male,5.5,5.0,13.2,5.3,89.6,4.0,4.0,62.38,10.0,62.3,12.7,5.6,6.0,0.0,15.4,7.4,1.0,219.19,2108.0,1,Q3
113,Eric Jones,Penny,Hill,brittneyturner@example.com,0315386124,UK,Manchester,38,Female,1.2,20.0,35.6,12.3,14.4,8.0,22.0,122.95,11.0,61.7,13.5,45.1,8.0,6.0,35.2,31.3,2.0,2222.98,2419.0,1,Q1
114,Bradley Higgins,Cindy,Moore,nathan16@example.com,0507411841,UK,Leeds,26,Male,2.3,16.0,30.8,7.6,64.0,3.0,9.0,83.18,48.0,14.0,3.6,9.2,5.0,4.0,41.0,21.1,1.0,872.59,2031.0,0,Q3
115,Robert Stark,Heather,Sanchez,markcole@example.net,0309046962,France,Lyon,52,Male,2.6,6.0,24.0,6.9,69.6,6.0,11.0,139.58,12.0,63.3,2.7,7.2,11.0,0.0,21.0,16.7,2.0,1622.41,1553.0,0,Q2
116,Howard Meyer,Kathleen,Hodge,brittanyroberts@example.org,0502247622,Australia,Sydney,33,Male,3.1,18.0,35.6,9.1,55.3,4.0,17.0,148.73,4.0,30.6,4.7,31.1,4.0,3.0,35.0,21.4,3.0,2212.83,4422.0,1,Q3
117,Jennifer Golden,Rachel,Rangel,howardtina@example.org,0546771040,USA,Houston,45,Male,0.8,17.0,45.1,13.5,36.5,4.0,23.0,108.83,35.0,15.6,10.1,42.6,7.0,5.0,64.0,42.0,3.0,2247.38,2935.0,1,Q1
118,Lauren Acosta,Brianna,Gomez,danieltaylor@example.net,0337946883,UK,Birmingham,53,Male,1.1,7.0,37.6,9.2,48.4,7.0,19.5,82.32,12.0,49.2,2.3,40.1,3.0,2.0,17.9,19.3,3.0,1395.61,3334.0,0,Q4
119,Jeffrey Allen,Cody,Clark,catherinemorris@example.net,0354423448,France,Paris,55,Female,1.2,17.0,40.3,8.7,46.8,9.0,18.0,145.66,20.0,3.6,0.7,28.8,8.0,8.0,36.6,28.9,4.0,3053.06,2002.0,1,Q1
120,Andre Hughes,Erica,Hall,alicia04@example.org,0710122471,USA,New York,37,Male,0.9,23.0,52.8,15.0,35.3,8.0,25.0,91.29,56.0,60.1,7.3,45.3,3.0,6.0,73.6,31.8,1.0,2217.27,3250.0,0,Q2
121,Lisa Martinez,Evelyn,Ortega,ddavies@example.org,0945499229,Germany,Munich,39,Male,6.5,5.0,19.8,5.1,80.6,1.0,5.0,7.38,42.0,42.3,1.7,21.4,4.0,2.0,14.9,12.5,2.0,442.16,1655.0,0,Q3
122,Michael Vazquez MD,Gordon,Rogers,steven94@example.org,0573532072,UK,Manchester,43,Female,2.4,23.0,30.2,13.2,30.1,12.0,25.0,81.76,52.0,28.7,0.3,30.9,4.0,8.0,49.7,32.9,1.0,2413.99,3219.0,0,Q1
123,Stephanie Eaton,Beth,Green,fcarey@example.com,0949679862,UK,Birmingham,40,Female,2.6,22.0,43.7,14.6,23.8,5.0,19.0,75.06,27.0,4.8,0.1,34.3,5.0,4.0,41.7,30.5,1.0,1593.66,1566.0,0,Q3
124,Gary Tran,Keith,Elliott,torresamy@example.net,0810330686,Germany,Cologne,22,Male,5.0,19.0,40.7,10.9,35.8,6.0,14.0,188.58,57.0,28.6,1.4,20.4,4.0,4.0,52.4,29.3,3.0,3076.43,2905.0,1,Q1
125,Danielle Monroe,Timothy,Nguyen,smithgail@example.com,0724878162,USA,Houston,18,Other,3.3,5.0,15.9,8.5,58.5,2.0,11.0,59.97,43.0,88.1,1.6,5.1,8.0,2.0,9.0,6.0,3.0,539.47,0.0,0,Q2
126,Jason Lopez,Michael,Green,brittanywilliams@example.com,0763988680,Canada,Toronto,31,Female,0.4,8.0,36.6,9.0,63.7,8.0,12.0,115.53,2.0,43.9,7.1,14.8,3.0,1.0,25.2,29.0,2.0,1340.36,2782.0,0,Q2
127,John Wise,Robert,Delgado,michaelcrane@example.org,0934388170,India,Mumbai,40,Female,1.7,2.0,19.5,7.6,86.0,1.0,10.0,6.14,31.0,15.5,12.3,4.2,3.0,0.0,17.6,15.5,5.0,528.05,1434.0,1,Q2
128,Alan Peterson,Anthony,Green,fordpaul@example.net,0861300282,India,Chennai,36,Male,0.4,0.0,24.6,7.2,69.4,2.0,9.0,103.39,5.0,41.9,13.7,7.8,7.0,2.0,25.5,15.9,2.0,829.74,1771.0,0,Q3
129,Cory Martinez,Kimberly,Martinez,brownstephanie@example.net,0808093206,Germany,Munich,23,Male,0.3,26.0,36.7,8.3,46.5,9.0,14.0,8.27,20.0,60.5,3.4,35.2,4.0,3.0,53.7,32.2,3.0,959.75,3218.0,0,Q2
130,Sally Perez,Ruth,Torres,kimberly91@example.net,0529754363,India,Bangalore,39,Female,1.8,18.0,40.9,14.6,38.5,6.0,17.0,124.04,37.0,41.9,3.5,29.4,5.0,6.0,53.7,38.6,3.0,2206.85,3171.0,0,Q2
131,Angela Smith,Tanner,Cannon,pmiller@example.com,0883252345,USA,Phoenix,27,Female,2.5,12.0,26.8,7.2,56.8,2.0,8.0,107.19,60.0,68.4,1.8,26.7,7.0,1.0,0.0,12.3,3.0,936.91,1858.0,0,Q2
132,Colton Rodriguez,Jacqueline,Williams,ztodd@example.org,0825566072,Japan,Nagoya,22,Male,4.3,16.0,11.5,4.2,70.0,0.0,6.5,222.35,46.0,55.8,2.9,25.6,6.0,0.0,11.0,10.3,2.0,89.1,0.0,0,Q4
133,Mindy Lewis,Amy,Martin,qgray@example.org,0530595916,USA,New York,42,Male,1.0,14.0,22.8,12.0,43.5,5.0,17.0,12.49,1.0,35.1,2.2,26.6,7.0,6.0,23.8,17.3,2.0,2006.18,2265.0,1,Q1
134,James Washington,Richard,Fowler,kristen72@example.net,0553535222,USA,Chicago,37,Female,6.7,10.0,22.6,5.0,71.2,5.0,9.0,146.32,7.0,50.3,8.9,13.3,3.0,2.0,0.0,13.7,5.0,1129.99,1987.0,0,Q2
135,David Santos,Jose,Young,cindydelacruz@example.com,0541197769,USA,Houston,42,Female,5.1,18.0,17.9,9.7,57.0,4.0,12.0,146.33,9.0,29.9,5.9,28.4,4.0,4.0,28.1,21.9,3.0,1419.59,3621.0,0,Q2
136,Andre Flowers,Paula,Gibson,jennifer32@example.com,0398594164,Canada,Calgary,30,Female,4.0,16.0,16.2,4.0,65.6,5.0,6.5,108.78,18.0,3.0,4.4,19.5,6.0,1.0,8.1,11.1,2.0,59.19,260.0,0,Q4
137,Suzanne Mccoy MD,Brenda,Kent,bryan29@example.net,0747778617,USA,Chicago,36,Male,1.8,11.0,16.8,7.1,64.3,2.0,6.0,108.59,10.0,29.0,7.2,0.0,8.0,1.0,34.7,8.6,4.0,556.27,2836.0,0,Q3
138,Andrew Stephens,Monica,Rocha,tammytorres@example.com,0516198558,USA,New York,61,Female,1.2,6.0,18.7,5.2,75.7,2.0,7.0,91.31,85.0,22.8,9.1,0.0,10.0,0.0,30.0,2.1,1.0,66.15,343.0,1,Q3
139,Travis Horton,Kevin,Pearson,vanessa25@example.com,0521684374,UK,Birmingham,42,Male,3.2,12.0,35.0,5.9,53.6,5.0,19.0,137.36,32.0,24.7,4.6,24.6,8.0,2.0,36.9,14.6,3.0,2644.15,2626.0,1,Q1
140,Bobby Harrell,Joseph,Ponce,brian94@example.com,0304764481,USA,New York,42,Female,1.6,16.0,19.5,6.4,67.9,5.0,10.0,179.03,66.0,49.8,5.4,20.1,6.0,3.0,5.7,15.6,1.0,1557.44,1247.0,0,Q3
141,Scott Bass,Robert,Shaw,hhensley@example.net,0745200794,Germany,Hamburg,37,Female,0.8,19.0,27.9,11.4,38.7,6.0,25.0,90.45,17.0,44.8,2.4,28.6,1.0,4.0,20.3,27.5,2.0,2035.77,4117.0,0,Q3
142,Lisa Alexander,Michael,Osborn,smithrandy@example.org,0763480513,UK,London,43,Female,2.4,23.0,44.6,14.9,43.7,8.0,15.0,112.15,32.0,50.6,2.8,20.1,3.0,4.0,41.3,25.5,2.0,1639.37,2652.0,0,Q3
143,Karen Combs,Michael,Thomas,wrightamanda@example.net,0544462344,UK,Glasgow,35,Female,2.1,18.0,39.1,13.1,41.3,9.0,22.0,99.04,18.0,47.8,6.3,42.3,2.0,5.0,45.0,34.7,5.0,234.99,4817.0,0,Q1
144,Melanie Johnson,Jonathon,Heath,colleenhammond@example.com,0546463442,UK,Leeds,50,Female,2.4,5.0,11.0,3.4,79.8,1.0,4.0,147.57,10.0,71.0,5.3,9.0,3.0,0.0,21.1,6.2,2.0,568.74,513.0,1,Q1
145,Sherri Lewis,Heather,Carney,haysjacob@example.org,0798381975,USA,Houston,36,Female,1.3,12.0,27.7,8.8,59.8,6.0,11.0,164.34,47.0,61.7,2.5,12.1,7.0,5.0,33.3,12.0,2.0,1569.18,1020.0,0,Q3
146,Steven Brown,Vincent,Velez,clarence63@example.com,0596916722,France,Marseille,22,Male,3.3,1.0,13.7,4.9,72.7,3.0,11.0,102.86,22.0,16.0,7.6,0.2,1.0,1.0,24.3,7.7,4.0,1149.74,1703.0,1,Q1
147,Nicholas Marquez,Cindy,Dunlap,laurendavis@example.com,0349614970,France,Marseille,28,Female,3.3,0.0,17.4,4.0,56.6,5.0,4.0,43.98,13.0,89.2,6.9,0.0,7.0,1.0,0.0,9.8,3.0,204.62,0.0,0,Q3
148,Samantha Lozano,Michael,Powell,amberjackson@example.org,0951540283,India,Mumbai,44,Male,2.8,22.0,40.2,12.1,39.9,5.0,18.0,123.72,54.0,78.5,4.3,20.6,2.0,7.0,46.3,29.3,3.0,2329.77,3006.0,0,Q1
149,Amy Hill,James,Key,michael35@example.org,0384461549,USA,New York,22,Male,2.3,0.0,17.9,5.1,72.3,3.0,7.0,67.52,4.0,48.5,8.9,24.6,3.0,4.0,39.1,15.0,3.0,509.88,1385.0,0,Q1
150,Jerry Carpenter,Brian,Taylor,brownvincent@example.net,0883543466,France,Toulouse,47,Male,4.3,14.0,34.1,10.4,51.4,5.0,13.0,91.57,24.0,30.6,5.6,35.4,3.0,6.0,55.7,20.9,5.0,1149.33,1637.0,0,Q2
151,Karen Thomas,Eric,Morgan,gward@example.com,0517524766,USA,Houston,41,Male,7.5,16.0,23.7,8.4,40.5,6.0,16.0,77.18,25.0,63.0,10.7,25.7,5.0,7.0,22.1,25.5,3.0,1269.54,2137.0,1,Q2
152,Todd Williams,Lauren,Collins,christopher12@example.org,0521925336,UK,London,26,Female,0.9,23.0,27.7,7.2,65.4,6.0,13.0,145.21,9.0,17.7,2.4,0.0,5.0,3.0,2.6,13.1,4.0,1843.47,1900.0,0,Q1
153,Jonathan Powell,Stephanie,Wallace,vharris@example.com,0961496047,Australia,Sydney,49,Female,1.4,14.0,30.0,6.9,38.1,5.0,13.0,117.07,15.0,44.0,10.7,14.3,2.0,4.0,43.1,25.1,3.0,1685.31,1028.0,0,Q1
154,Jessica Mcdonald,Haley,Drake,kanejennifer@example.net,0981713164,Australia,Sydney,19,Male,5.9,12.0,37.8,8.2,46.7,3.0,14.0,138.98,6.0,18.6,12.5,34.6,8.0,5.0,29.1,22.1,2.0,2306.44,1959.0,1,Q3
155,Kristina Stark,Noah,Woods,karenstone@example.net,0897568134,Germany,Cologne,23,Male,0.7,14.0,30.9,9.4,29.3,5.0,12.0,111.88,0.0,62.9,6.2,23.0,4.0,2.0,20.2,18.2,2.0,1151.04,561.0,0,Q3
156,Andrea Tucker,Amy,Morgan,danielterry@example.org,0565777947,Canada,Calgary,25,Male,2.1,28.0,34.9,15.6,36.6,5.0,19.5,169.18,0.0,33.6,3.3,21.1,5.0,8.0,67.5,23.1,2.0,303.16,4400.0,0,Q4
157,Erika Suarez,Brandon,Ford,warnerkelly@example.org,0771652684,USA,New York,41,Female,3.6,7.0,20.7,8.2,47.3,5.0,12.0,115.48,42.0,60.1,9.0,26.0,4.0,5.0,44.2,9.7,4.0,1488.12,1153.0,0,Q3
158,Kendra Brown,Angela,Moore,taylorburke@example.com,0357661439,Germany,Frankfurt,56,Male,4.7,0.0,19.3,11.7,70.2,1.0,13.0,81.02,33.0,34.2,5.4,12.6,8.0,1.0,36.5,22.1,2.0,747.76,869.0,1,Q4
159,Derek Mckinney,Adrienne,Olson,lisa88@example.net,0910462123,USA,Phoenix,46,Female,2.2,2.0,22.0,7.6,62.4,5.0,17.0,81.95,16.0,41.8,3.6,13.7,9.0,2.0,7.9,12.4,2.0,1362.11,815.0,0,Q2
160,Travis Holden,Lisa,Ryan,qphillips@example.org,0772431544,Germany,Cologne,57,Female,5.4,11.0,33.9,11.8,39.2,6.0,12.0,67.35,32.0,13.1,0.2,48.2,5.0,4.0,19.5,28.6,1.0,800.73,1039.0,0,Q1
161,Brian Martin,Darren,Randall,rachelsmith@example.net,0398166993,Canada,Ottawa,34,Female,3.0,5.0,24.7,4.8,57.1,6.0,11.0,125.74,81.0,37.6,10.3,7.5,7.0,1.0,3.3,15.2,3.0,1373.61,420.0,0,Q1
162,Kristen Jackson,Kenneth,Gonzalez,robin72@example.com,0935653595,Japan,Kyoto,33,Male,3.8,22.0,35.4,11.0,35.5,8.0,18.0,116.74,21.0,62.4,7.1,38.9,10.0,7.0,60.6,25.6,2.0,1979.91,2646.0,1,Q1
163,Tyrone Cervantes,Jeffery,Bradley,anna76@example.com,0872348956,India,Chennai,22,Female,3.8,8.0,33.2,10.2,52.4,6.0,16.0,145.51,8.0,29.5,4.7,26.6,4.0,2.0,55.3,33.2,1.0,2656.87,2275.0,1,Q3
164,Allison Henry,Robert,Johnson,fsmith@example.com,0896348374,Japan,Tokyo,47,Male,3.1,1.0,24.6,5.8,74.7,1.0,12.0,85.57,41.0,16.4,8.4,26.1,3.0,2.0,27.6,10.4,2.0,1150.44,1737.0,0,Q3
165,Tim Walker,Samuel,Jones,lterrell@example.net,0778036503,France,Paris,18,Female,1.4,14.0,32.0,11.0,68.1,5.0,15.0,14.5,19.0,41.2,13.1,21.2,9.0,3.0,66.9,22.5,3.0,2560.59,1857.0,1,Q1
166,Christian Mathews,Gregory,Smith,monica62@example.net,0339066885,UK,London,37,Male,2.8,17.0,29.4,8.9,60.7,8.0,14.0,162.94,37.0,71.3,9.4,42.1,9.0,4.0,3.5,14.7,3.0,2561.91,3143.0,1,Q2
167,Samantha Reyes,Jonathan,Waters,thompsontheresa@example.com,0336756533,Germany,Hamburg,43,Male,1.8,20.0,45.4,16.3,23.1,12.0,25.0,115.45,7.0,42.0,6.3,41.1,7.0,5.0,48.5,38.5,2.0,2621.26,4066.0,1,Q1
168,Angel Dawson,Stacey,Cobb,jacobspenny@example.net,0562788062,Australia,Adelaide,51,Female,2.9,15.0,33.7,10.5,57.8,4.0,12.0,95.31,3.0,44.0,12.2,22.5,4.0,4.0,22.4,17.7,2.0,1200.97,560.0,0,Q3
169,Angela Parks,Connie,Jacobson,kpatel@example.org,0921204488,USA,Chicago,39,Male,4.0,3.0,24.2,7.8,56.1,3.0,9.0,87.78,6.0,3.6,5.1,8.4,9.0,1.0,15.7,6.0,1.0,869.31,0.0,0,Q3
170,John Long,Joan,Clark,huffmananthony@example.com,0854691383,India,Mumbai,18,Female,5.2,15.0,13.0,9.6,48.7,10.0,11.0,117.49,28.0,67.0,1.5,34.9,4.0,4.0,39.0,19.9,1.0,1460.17,1814.0,0,Q1
171,Bernard Flowers DVM,Tyler,Gonzalez,ybooth@example.org,0535647756,France,Nice,29,Male,0.9,5.0,7.1,3.7,88.4,0.0,7.0,160.01,22.0,49.5,4.1,0.0,6.0,0.0,0.0,0.0,2.0,1331.25,310.0,1,Q2
172,Stanley Whitehead,Samuel,Bishop,zacharycollier@example.com,0915867940,UK,Manchester,35,Female,0.2,10.0,12.8,8.7,68.7,3.0,6.0,86.24,21.0,3.7,4.2,6.7,9.0,1.0,31.8,15.7,4.0,608.52,816.0,0,Q1
173,Michelle Butler,Daniel,Ball,ruben83@example.org,0518958946,USA,Los Angeles,43,Other,0.2,3.0,10.4,5.1,82.5,0.0,3.0,88.92,26.0,43.0,2.7,0.0,9.0,1.0,6.4,8.6,3.0,30.46,776.0,1,Q1
174,James Doyle,Cindy,Jackson,williamflores@example.org,0892597736,USA,Chicago,49,Female,5.0,21.0,38.6,14.0,53.2,4.0,13.0,8.77,9.0,34.3,6.7,19.1,4.0,6.0,27.9,26.6,3.0,119.34,1046.0,0,Q3
175,Samantha Tyler,Vicki,Carter,kimberly49@example.net,0994778836,Japan,Yokohama,27,Female,0.9,18.0,24.4,9.8,62.4,8.0,9.1,150.77,16.0,49.2,16.0,7.6,5.0,2.0,7.5,22.3,3.0,926.64,900.0,0,Q4
176,Anita Bailey,Mary,Romero,cadams@example.net,0316319992,USA,Los Angeles,64,Female,2.1,5.0,21.2,6.6,58.7,7.0,11.0,155.61,3.0,38.1,1.6,0.0,9.0,2.0,22.1,19.4,2.0,1689.54,2971.0,0,Q1
177,Jessica Reid,Daniel,Evans,alice36@example.com,0966701683,Australia,Brisbane,45,Male,1.8,13.0,29.6,10.0,37.2,4.0,13.0,188.57,22.0,22.5,8.6,34.0,5.0,2.0,63.1,31.2,2.0,220.56,3188.0,0,Q2
178,Ellen Fuller,Eric,Armstrong,matthewmeyer@example.net,0305575693,Germany,Munich,28,Female,2.4,0.0,13.9,2.9,79.2,0.0,8.0,5.37,83.0,46.9,2.4,13.1,10.0,0.0,11.0,9.6,3.0,500.28,0.0,1,Q1
179,Kenneth Gutierrez,Kayla,Alexander,margaretjones@example.org,0927477575,USA,New York,45,Female,4.7,7.0,12.0,9.6,75.7,3.0,8.0,146.23,3.0,68.4,4.4,0.0,3.0,1.0,12.2,13.9,1.0,1255.53,2588.0,0,Q2
180,Sarah Smith,Taylor,Simpson,fchavez@example.com,0363602313,UK,Glasgow,23,Male,2.9,6.0,36.6,9.4,59.8,9.0,14.0,154.98,20.0,70.2,4.5,14.1,5.0,4.0,1.1,16.5,2.0,2412.22,3165.0,0,Q3
181,Mark Carroll,Emily,Scott,brownwilliam@example.com,0887586302,USA,New York,26,Female,4.8,15.0,35.7,8.7,66.3,3.0,12.0,53.97,1.0,56.5,10.4,12.2,8.0,1.0,35.4,25.6,3.0,70.83,2566.0,0,Q3
182,Kelly Lamb,Nancy,Christian,patricia95@example.org,0912604783,UK,London,32,Female,2.4,4.0,6.1,1.4,64.5,0.0,1.0,96.54,11.0,45.2,3.1,24.9,7.0,0.0,0.0,3.9,2.0,105.47,2086.0,0,Q2
183,Susan Cannon,Jeremy,Dean,wiseheather@example.com,0715330686,France,Toulouse,18,Female,3.7,14.0,22.5,7.2,59.0,2.0,6.0,143.17,84.0,55.5,3.3,0.0,6.0,0.0,23.9,14.9,2.0,1004.03,1775.0,1,Q2
184,Hannah Walter,Laurie,Compton,bendertammie@example.net,0586758855,India,Delhi,31,Female,4.5,6.0,24.1,7.3,72.5,4.0,14.0,150.86,34.0,41.1,5.9,22.9,5.0,4.0,31.7,5.5,2.0,201.18,1973.0,0,Q1
185,Christina Miller,Patrick,Ortiz,mary99@example.org,0888362806,USA,Houston,47,Male,1.4,2.0,12.7,6.4,77.2,2.0,5.0,124.65,16.0,58.8,7.7,4.8,3.0,1.0,8.5,16.4,2.0,747.15,0.0,0,Q1
186,Ronald Roberts,James,Rodriguez,stephanienorris@example.org,0502276643,USA,Phoenix,30,Male,0.4,20.0,33.9,16.2,51.0,7.0,25.0,92.54,5.0,52.0,17.3,47.7,8.0,3.0,25.0,26.7,2.0,2643.13,2919.0,1,Q3
187,Teresa Martinez,Alicia,Scott,tinasalas@example.org,0710675447,USA,Phoenix,58,Male,4.1,0.0,5.2,5.3,83.4,1.0,2.0,10.69,4.0,36.6,7.6,18.6,9.0,2.0,33.8,3.4,3.0,220.72,0.0,1,Q2
188,Adam Smith,Richard,Anderson,dhutchinson@example.com,0766330045,Germany,Hamburg,19,Male,3.7,22.0,41.9,12.4,37.9,8.0,16.0,102.68,51.0,64.4,2.3,38.5,1.0,5.0,41.5,31.8,1.0,1456.83,3830.0,0,Q1
189,Michelle Berger,Dorothy,Young,justinwalker@example.com,0382337123,Japan,Nagoya,43,Female,4.6,17.0,29.5,15.0,56.9,2.0,14.0,155.49,56.0,24.1,13.7,12.1,4.0,4.0,45.0,32.5,2.0,2367.91,2193.0,0,Q3
190,Linda Miller,Taylor,Olson,obishop@example.net,0541395085,India,Hyderabad,25,Female,2.2,2.0,17.2,2.8,87.9,3.0,8.0,96.85,27.0,53.7,0.1,0.0,9.0,2.0,22.1,18.5,3.0,872.44,2272.0,1,Q3
191,Christopher Hampton,Samantha,Moore,michaelgregory@example.net,0909907775,USA,Los Angeles,36,Female,3.1,10.0,19.2,2.9,78.5,1.0,11.0,82.67,76.0,46.2,9.2,20.1,6.0,0.0,16.8,6.0,1.0,72.86,0.0,1,Q1
192,Randy Ellis,Heidi,Lewis,thomasbaker@example.com,0540700225,USA,New York,44,Male,0.6,17.0,34.6,9.0,41.3,10.0,18.0,50.12,46.0,19.1,12.8,25.8,3.0,4.0,28.8,25.8,3.0,788.83,1778.0,0,Q3
193,Elizabeth Johnson,Kevin,Cruz,lopezfrancisco@example.org,0850207975,USA,Houston,40,Male,2.5,24.0,30.7,6.7,62.2,4.0,12.0,171.82,54.0,67.5,0.6,21.4,3.0,2.0,29.6,29.4,1.0,2211.18,753.0,0,Q3
194,Joseph Lee,John,Manning,qwells@example.com,0984522543,Canada,Vancouver,31,Female,1.1,9.0,26.5,4.2,41.7,2.0,24.7,118.19,44.0,21.6,6.6,6.8,7.0,0.0,12.3,14.2,4.0,2010.06,314.0,1,Q4
195,Charles Johnson,Jay,White,bakermatthew@example.org,0737861250,UK,Manchester,56,Female,2.7,18.0,31.1,7.6,62.7,1.0,14.0,89.87,11.0,71.3,3.4,25.2,9.0,3.0,27.7,22.3,2.0,1498.16,1498.0,0,Q3
196,James Moore,Shawn,Graham,james32@example.net,0907552938,India,Chennai,39,Female,3.5,6.0,6.2,1.0,68.3,2.0,4.0,127.76,3.0,52.3,5.4,3.1,3.0,0.0,0.0,13.5,3.0,502.51,486.0,0,Q1
197,Dave Mullins,Stacey,Reyes,brownjames@example.com,0961832570,UK,London,34,Male,0.8,9.0,14.6,6.0,59.3,3.0,8.0,88.01,24.0,11.6,8.5,16.3,6.0,0.0,2.1,7.7,2.0,715.82,324.0,0,Q1
198,Jorge Duncan,Jaime,Jones,andrewwheeler@example.net,0750105855,USA,Chicago,19,Female,6.0,12.0,31.6,9.0,59.8,5.0,14.0,7.62,0.0,63.2,8.9,25.2,6.0,3.0,40.4,20.1,1.0,909.23,3466.0,0,Q3
199,Tyler Carroll,Laura,Lewis,kimberlybaker@example.org,0921644479,India,Chennai,40,Female,2.7,20.0,25.2,12.0,51.3,4.0,13.0,93.11,16.0,11.1,10.3,16.9,7.0,2.0,33.0,14.9,2.0,1399.15,1496.0,1,Q3
200,Joshua Simmons,Javier,Hampton,kimberly95@example.net,0370257242,Australia,Brisbane,23,Male,0.6,9.0,35.3,11.3,58.9,4.0,14.0,61.62,10.0,29.6,2.2,20.0,0.0,3.0,16.0,28.3,1.0,987.21,1748.0,1,Q1
201,Allison Rivas,Matthew,Watkins,travismaxwell@example.net,0514698489,Canada,Vancouver,53,Female,1.4,26.0,29.2,13.3,44.5,6.0,12.0,96.79,9.0,65.5,13.5,23.3,3.0,4.0,29.1,21.3,2.0,1083.15,3070.0,0,Q2
202,Christine Herman,Julie,Brown,wangelizabeth@example.net,0890189192,Germany,Cologne,27,Female,0.5,12.0,19.6,3.9,73.3,1.0,10.0,228.18,9.0,11.0,0.9,25.4,8.0,1.0,0.0,8.6,2.0,2599.72,2197.0,1,Q3
203,Kristina Becker,Bradley,Daniel,cbenitez@example.com,0529240874,USA,Chicago,43,Male,1.4,6.0,16.8,6.1,68.1,1.0,7.0,77.17,42.0,52.2,2.1,8.8,3.0,3.0,0.0,5.7,2.0,436.91,751.0,0,Q2
204,Candace Valencia,John,Massey,michaelhayes@example.com,0715001247,UK,Glasgow,50,Male,1.2,11.0,22.7,9.7,74.0,4.0,15.6,111.49,4.0,38.4,4.8,27.7,9.0,1.0,26.1,18.7,2.0,1243.46,2460.0,0,Q4
205,Robert Padilla,Andrew,Russo,jenniferyoung@example.com,0943733341,Canada,Ottawa,49,Male,0.8,9.0,28.8,8.2,67.3,5.0,7.0,13.58,19.0,62.8,1.8,16.4,5.0,5.0,0.0,23.8,3.0,1066.71,4457.0,0,Q2
206,Amber Fields,Chelsea,Holder,timothybarrett@example.com,0316225699,UK,Manchester,54,Male,2.4,1.0,20.5,2.6,75.8,0.0,8.0,107.03,56.0,41.2,4.1,0.0,9.0,2.0,25.6,12.1,1.0,959.31,1527.0,1,Q3
207,Kristen Clark,Hannah,Garcia,mariadavis@example.com,0566300391,USA,Los Angeles,31,Male,1.3,5.0,12.7,6.6,80.8,2.0,9.0,113.96,10.0,53.5,3.9,12.3,9.0,1.0,13.3,0.0,1.0,1193.84,2163.0,1,Q2
208,Thomas Reynolds,Latoya,Martinez,lmarshall@example.org,0746288603,USA,Chicago,20,Male,3.5,20.0,33.7,7.0,49.0,7.0,14.0,113.77,2.0,48.0,0.4,36.5,4.0,2.0,64.4,23.0,2.0,1673.32,2062.0,1,Q3
